Address,Area,Room,Parking,Warehouse,Elevator,Price,Price(USD),numerical_Address
50,50,Pakdasht,215,3,1,1,1,1750000000,58333,44
51,51,Railway,101,2,1,1,1,3300000000,110000,54
52,52,Punak,67,2,1,1,1,2800000000,93333,50
53,53,Punak,72,2,1,1,0,2200000000,73333,50
54,54,Punak,63,1,1,1,0,2200000000,73333,50
55,55,Punak,75,2,1,1,0,2200000000,73333,50
56,56,Shahran,109,2,1,1,1,3500000000,116666,63
57,57,Aqdasieh,122,2,1,1,1,7000000000,233333,5
58,58,Central Janatabad,70,1,1,1,1,3100000000,103333,9
59,59,West Ferdows Boulevard,60,1,1,1,1,2450000000,81666,70
60,60,East Ferdows Boulevard,53,1,1,1,0,1920000000,64000,14
61,61,Amirieh,72,2,1,1,1,1650000000,55000,3
62,62,Amirieh,74,2,1,1,1,1700000000,56666,3
63,63,Parand,88,3,0,0,1,560000000,18666,45
64,64,Punak,63,1,1,1,1,2150000000,71666,50
65,65,Sattarkhan,114,3,1,1,1,5500000000,183333,59
66,66,Saadat Abad,151,3,1,1,1,10200000000,340000,57
67,67,Shahran,42,1,1,0,1,1760000000,58666,63
68,68,Amirieh,74,2,1,1,1,1700000000,56666,3
69,69,Parand,88,3,0,0,1,560000000,18666,45
70,70,Punak,63,1,1,1,1,2150000000,71666,50
71,71,Sattarkhan,114,3,1,1,1,5500000000,183333,59
72,72,Saadat Abad,151,3,1,1,1,10200000000,340000,57
73,73,Shahran,42,1,1,0,1,1760000000,58666,63
74,74,West Ferdows Boulevard,110,2,1,1,1,3730000000,124333,70
75,75,Shahrake Qods,100,2,0,0,0,620000000,20666,62
76,76,Shahryar,140,1,0,0,0,580000000,19333,64
77,77,Northern Janatabad,70,2,1,1,1,3050000000,101666,40
78,78,West Ferdows Boulevard,60,2,1,1,0,2000000000,66666,70
79,79,North Program Organization,76,2,1,1,1,2600000000,86666,38
80,80,North Program Organization,75,2,1,1,1,2300000000,76666,38
81,81,Pirouzi,40,1,1,1,0,1300000000,43333,49
82,82,Southern Program Organization,65,2,1,1,1,2270000000,75666,67
83,83,Rudhen,140,3,1,1,1,4000000000,133333,56
84,84,West Pars,110,2,1,1,1,4000000000,133333,71
85,85,Marzdaran,128,3,1,1,1,6700000000,223333,34
86,86,Parand,94,2,1,1,1,580000000,19333,45
87,87,Punak,67,1,1,1,1,2300000000,76666,50
88,88,Shahrake Qods,75,1,1,1,1,650000000,21666,62
89,89,Dorous,130,2,1,1,1,16900000000,563333,13
91,91,Pardis,97,2,1,1,1,510000000,17000,46
92,92,Shahran,110,2,1,1,1,3850000000,128333,63
93,93,Parand,85,2,1,1,1,410000000,13666,45
94,94,Pakdasht,68,2,0,1,0,430000000,14333,44
95,95,Parand,85,2,1,1,1,545000000,18166,45
96,96,Parand,100,2,1,1,0,1280000000,42666,45
97,97,Punak,71,2,1,1,1,2800000000,93333,50
98,98,Gisha,140,3,1,1,1,11200000000,373333,22
99,99,Parand,136,3,1,1,0,750000000,25000,45
100,100,Jeyhoon,48,1,0,0,0,850000000,28333,27
101,101,Gisha,139,3,1,1,1,7300000000,243333,22
102,102,Parand,78,2,0,0,1,370000000,12333,45
103,103,Salsabil,66,2,1,1,1,1725000000,57500,58
104,104,Kahrizak,78,2,1,1,1,780000000,26000,29
105,105,Shahryar,85,2,1,1,1,1419000000,47300,64
106,106,Northren Jamalzadeh,80,2,1,1,1,3600000000,120000,41
107,107,Salsabil,44,1,1,1,0,1050000000,35000,58
108,108,Shahryar,120,2,1,1,0,1200000000,40000,64
109,109,Shahrake Qods,50,1,0,1,0,340000000,11333,62
110,110,Ostad Moein,121,3,1,1,0,3300000000,110000,42
111,111,Azarbaijan,80,2,1,1,1,2800000000,93333,7
113,113,Railway,88,2,1,1,1,2860000000,95333,54
114,114,Persian Gulf Martyrs Lake,141,3,1,1,1,3810000000,127000,48
115,115,Persian Gulf Martyrs Lake,140,3,1,1,1,1790000000,59666,48
116,116,Persian Gulf Martyrs Lake,120,2,1,1,1,1530000000,51000,48
117,117,Beryanak,66,2,0,1,0,1000000000,33333,8
118,118,Punak,70,2,1,1,1,3500000000,116666,50
119,119,Saadat Abad,150,3,1,1,1,20000000000,666666,57
120,120,Golestan,95,2,1,1,1,950000000,31666,23
121,121,Southern Janatabad,127,2,1,1,1,6000000000,200000,66
122,122,Shahr-e-Ziba,123,3,1,1,1,3700000000,123333,60
123,123,Southern Janatabad,63,2,1,1,1,2000000000,66666,66
124,124,Punak,90,2,1,1,1,3050000000,101666,50
125,125,Pardis,105,2,1,1,1,605000000,20166,46
126,126,Pasdaran,180,3,1,1,1,9900000000,330000,47
127,127,Pirouzi,120,3,1,0,1,3700000000,123333,49
128,128,Feiz Garden,65,2,1,1,1,2500000000,83333,19
129,129,Farmanieh,158,3,1,1,1,10480000000,349333,18
130,130,Punak,144,3,1,1,1,7632000000,254400,50
131,131,Gheitarieh,130,3,1,1,1,12300000000,410000,20
132,132,Farmanieh,245,3,1,1,1,26950000000,898333,18
133,133,Kamranieh,190,3,1,1,1,24300000000,810000,30
134,134,Central Janatabad,63,2,1,1,1,3000000000,100000,9
135,135,East Ferdows Boulevard,75,2,1,1,1,2100000000,70000,14
136,136,Gholhak,88,2,1,0,1,4700000000,156666,21
137,137,Pasdaran,108,2,1,1,1,9180000000,306000,47
138,138,Islamshahr,117,2,1,1,1,1579500000,52650,26
139,139,Pasdaran,200,3,1,1,1,12000000000,400000,47
140,140,Pirouzi,65,1,1,1,0,1750000000,58333,49
141,141,Central Janatabad,90,2,1,1,1,3780000000,126000,9
142,142,Heravi,125,2,1,1,1,8100000000,270000,25
143,143,Heravi,140,3,1,1,1,9100000000,303333,25
144,144,Hashemi,71,2,0,1,1,1550000000,51666,24
145,145,Jeyhoon,71,2,0,1,1,1640000000,54666,27
146,146,Gheitarieh,236,4,1,1,1,20000000000,666666,20
147,147,Central Janatabad,67,2,1,1,1,2750000000,91666,9
148,148,Punak,60,1,1,1,1,1750000000,58333,50
149,149,Heravi,220,3,1,1,1,15400000000,513333,25
150,150,Andisheh,44,1,1,1,0,350000000,11666,4
151,151,Pasdaran,100,2,1,1,1,8000000000,266666,47
152,152,Pardis,86,2,1,1,1,580000000,19333,46
153,153,Pardis,84,2,1,1,1,560000000,18666,46
154,154,Heravi,94,2,1,1,1,4800000000,160000,25
155,155,West Ferdows Boulevard,55,1,0,1,0,1550000000,51666,70
156,156,Saadat Abad,113,2,1,1,1,7500000000,250000,57
157,157,Islamshahr,71,2,1,1,1,630000000,21000,26
158,158,Dehkade Olampic,70,2,1,1,0,2000000000,66666,11
159,159,Golestan,200,3,1,1,1,2400000000,80000,23
160,160,Golestan,106,2,1,1,1,1100000000,36666,23
161,161,Saadat Abad,320,4,1,1,1,24000000000,800000,57
162,162,West Pars,114,2,1,1,1,3820000000,127333,71
163,163,Punak,100,2,1,1,1,6000000000,200000,50
164,164,Saadat Abad,122,2,1,1,1,5800000000,193333,57
165,165,Damavand,200,2,1,1,0,3500000000,116666,10
166,166,Saadat Abad,154,3,1,1,1,12300000000,410000,57
167,167,Pasdaran,210,3,1,1,1,15750000000,525000,47
168,168,East Ferdows Boulevard,200,3,1,1,1,11000000000,366666,14
169,169,Southern Janatabad,65,1,1,1,1,3000000000,100000,66
170,170,Pirouzi,124,3,1,1,1,3968000000,132266,49
171,171,Farmanieh,270,4,1,1,1,37800000000,1260000,18
172,172,East Ferdows Boulevard,104,2,1,1,1,5700000000,190000,14
173,173,Zaferanieh,150,3,1,1,1,10490000000,349666,74
174,174,West Ferdows Boulevard,103,3,1,1,1,3200000000,106666,70
175,175,West Ferdows Boulevard,48,1,1,1,1,1920000000,64000,70
176,176,Gheitarieh,165,3,1,1,1,12300000000,410000,20
177,177,Gheitarieh,135,2,1,1,0,7400000000,246666,20
178,178,Saadat Abad,86,2,1,1,1,6200000000,206666,57
179,179,East Ferdows Boulevard,75,2,1,1,1,2350000000,78333,14
180,180,East Ferdows Boulevard,58,1,1,1,1,1850000000,61666,14
181,181,Shahrake Gharb,125,2,1,1,1,21500000000,716666,61
182,182,Qazvin Imamzadeh Hassan,82,2,1,1,1,1886000000,62866,53
183,183,Shahran,58,2,1,1,1,2200000000,73333,63
184,184,Beryanak,101,2,1,1,1,2323000000,77433,8
185,185,Niavaran,90,2,1,1,1,6800000000,226666,37
186,186,Farmanieh,180,3,1,1,1,20700000000,690000,18
187,187,Gheitarieh,132,3,1,1,1,6250000000,208333,20
188,188,Pasdaran,153,3,1,1,1,13000000000,433333,47
189,189,Qalandari,166,3,1,1,1,12500000000,416666,51
190,190,Pasdaran,200,3,1,1,1,17000000000,566666,47
191,191,Pasdaran,113,2,1,1,1,8500000000,283333,47
192,192,Central Janatabad,80,2,1,1,1,3350000000,111666,9
193,193,Jeyhoon,76,2,1,1,1,2000000000,66666,27
194,194,Punak,128,3,1,1,1,5700000000,190000,50
195,195,Shahrake Gharb,210,3,1,1,1,27000000000,900000,61
196,196,Shahrake Gharb,140,2,1,1,1,12600000000,420000,61
197,197,Central Janatabad,75,1,1,1,1,3000000000,100000,9
198,198,Pasdaran,120,2,1,1,1,7500000000,250000,47
199,199,Pasdaran,120,2,1,1,1,7500000000,250000,47
200,200,Ekhtiarieh,85,2,1,1,1,5000000000,166666,15
201,201,Pardis,105,2,1,1,1,700000000,23333,46
202,202,Farmanieh,175,3,1,1,1,15600000000,520000,18
203,203,Farmanieh,170,3,1,1,1,15350000000,511666,18
204,204,Parand,75,2,1,1,1,395000000,13166,45
205,205,Gheitarieh,160,3,1,1,1,15100000000,503333,20
206,206,Shahran,62,1,1,1,1,1850000000,61666,63
207,207,Rudhen,93,2,1,1,1,1450000000,48333,56
208,208,Islamshahr,75,2,1,1,1,715000000,23833,26
209,209,Islamshahr,86,2,1,1,0,1200000000,40000,26
210,210,Southern Program Organization,120,2,1,1,1,4260000000,142000,67
211,211,Andisheh,95,2,1,1,1,1500000000,50000,4
212,212,West Ferdows Boulevard,70,2,1,1,0,2120000000,70666,70
213,213,East Ferdows Boulevard,75,2,1,1,0,2000000000,66666,14
214,214,Pardis,81,2,1,0,1,590000000,19666,46
215,215,West Ferdows Boulevard,65,1,1,1,0,1930000000,64333,70
216,216,East Ferdows Boulevard,75,2,1,1,1,2730000000,91000,14
217,217,East Ferdows Boulevard,106,2,1,1,0,3150000000,105000,14
218,218,East Ferdows Boulevard,115,2,1,1,1,4600000000,153333,14
219,219,Shahr-e-Ziba,100,2,1,1,1,3000000000,100000,60
220,220,East Ferdows Boulevard,118,2,1,1,1,4500000000,150000,14
221,221,East Ferdows Boulevard,116,2,1,1,1,5100000000,170000,14
222,222,Shahr-e-Ziba,76,2,1,1,1,2200000000,73333,60
223,223,East Ferdows Boulevard,74,2,1,1,0,2300000000,76666,14
224,224,Saadat Abad,96,2,1,1,1,4500000000,150000,57
225,225,Pardis,87,2,1,1,1,625000000,20833,46
226,226,Northern Janatabad,43,1,1,1,0,1620000000,54000,40
227,227,Niavaran,155,3,1,1,1,17050000000,568333,37
228,228,East Ferdows Boulevard,53,1,1,1,1,1920000000,64000,14
229,229,Farmanieh,160,3,1,1,1,17600000000,586666,18
230,230,Shahr-e-Ziba,78,2,1,1,1,2250000000,75000,60
231,231,Niavaran,230,3,1,1,1,25300000000,843333,37
232,232,West Ferdows Boulevard,55,1,1,1,1,1850000000,61666,70
233,233,Saadat Abad,120,2,1,1,0,11700000000,390000,57
234,234,Southern Janatabad,78,2,1,1,1,3600000000,120000,66
235,235,Southern Janatabad,95,2,1,1,1,4400000000,146666,66
236,236,Gheitarieh,170,3,1,1,1,15400000000,513333,20
237,237,Shahrake Gharb,175,3,1,1,1,22750000000,758333,61
238,238,Punak,115,3,1,1,1,4500000000,150000,50
239,239,Punak,113,2,1,1,1,4300000000,143333,50
240,240,Punak,85,2,1,1,1,3380000000,112666,50
241,241,Saadat Abad,140,3,1,1,1,10000000000,333333,57
242,242,Saadat Abad,90,2,1,1,1,6500000000,216666,57
243,243,Punak,63,1,1,0,0,2200000000,73333,50
244,244,Central Janatabad,75,2,1,1,1,3220000000,107333,9
245,245,Punak,130,3,1,1,1,6240000000,208000,50
246,246,Punak,91,2,1,1,1,3350000000,111666,50
247,247,Persian Gulf Martyrs Lake,121,3,1,1,1,3650000000,121666,48
248,248,Saadat Abad,140,3,1,1,1,15500000000,516666,57
249,249,East Ferdows Boulevard,126,2,1,1,1,5500000000,183333,14
250,250,Pasdaran,110,1,1,1,1,6600000000,220000,47
251,251,Shahrake Qods,81,2,1,1,1,810000000,27000,62
252,252,Shahr-e-Ziba,64,2,1,1,1,2200000000,73333,60
253,253,Shahr-e-Ziba,112,2,1,1,1,3680000000,122666,60
254,254,Marzdaran,192,3,1,1,1,12670000000,422333,34
255,255,Marzdaran,164,3,1,1,1,10000000000,333333,34
256,256,Pasdaran,135,3,1,1,1,8100000000,270000,47
257,257,Shahran,84,2,1,1,1,3400000000,113333,63
258,258,Shahran,82,2,1,1,1,3550000000,118333,63
259,259,Farmanieh,265,3,1,1,1,20000000000,666666,18
260,260,Southern Janatabad,60,1,1,1,1,1950000000,65000,66
261,261,Pasdaran,145,3,1,1,1,15500000000,516666,47
262,262,Southern Janatabad,65,1,0,1,1,2000000000,66666,66
263,263,Southern Janatabad,60,1,1,1,0,2280000000,76000,66
264,264,Southern Janatabad,63,2,1,1,1,2000000000,66666,66
265,265,Southern Janatabad,70,2,1,1,1,1950000000,65000,66
266,266,Feiz Garden,92,2,1,1,1,3900000000,130000,19
267,267,Pasdaran,98,2,1,1,1,7800000000,260000,47
268,268,Southern Janatabad,62,1,1,1,1,2280000000,76000,66
269,269,Punak,65,1,1,1,1,2900000000,96666,50
270,270,Ozgol,90,2,1,1,1,5000000000,166666,43
271,271,Southern Janatabad,59,2,1,1,1,1900000000,63333,66
272,272,Southern Janatabad,63,2,1,1,1,2000000000,66666,66
273,273,Southern Janatabad,60,2,1,1,1,2200000000,73333,66
274,274,Southern Janatabad,70,2,1,1,1,2500000000,83333,66
275,275,Southern Janatabad,60,1,1,1,1,2200000000,73333,66
276,276,Pasdaran,165,3,1,1,1,10500000000,350000,47
277,277,Zaferanieh,135,2,1,1,1,17500000000,583333,74
278,278,Southern Janatabad,65,1,1,1,1,2000000000,66666,66
279,279,Southern Janatabad,60,1,1,1,1,2250000000,75000,66
280,280,Southern Janatabad,60,1,1,1,1,2250000000,75000,66
281,281,Southern Janatabad,86,2,1,1,1,3600000000,120000,66
282,282,Heravi,109,2,1,1,1,6000000000,200000,25
283,283,Narmak,98,2,1,1,0,2842000000,94733,36
284,284,Central Janatabad,80,2,1,1,1,3120000000,104000,9
285,285,Gheitarieh,143,3,1,1,1,8860000000,295333,20
286,286,Saadat Abad,95,2,1,1,1,4550000000,151666,57
287,287,Punak,86,2,1,1,1,3700000000,123333,50
288,288,Gheitarieh,160,3,1,1,1,10000000000,333333,20
289,289,Pasdaran,200,3,1,1,1,16580000000,552666,47
290,290,Punak,74,1,1,1,1,3250000000,108333,50
291,291,Zaferanieh,350,3,1,1,1,52500000000,1750000,74
292,292,Northern Janatabad,87,2,1,1,1,3550000000,118333,40
293,293,West Ferdows Boulevard,82,2,1,1,1,3450000000,115000,70
294,294,Shahr-e-Ziba,55,1,1,1,1,2490000000,83000,60
295,295,Ekhtiarieh,148,3,1,1,1,8400000000,280000,15
296,296,Shahr-e-Ziba,55,1,1,0,1,2020000000,67333,60
297,297,Southern Janatabad,100,2,1,1,0,3800000000,126666,66
298,298,West Ferdows Boulevard,55,1,0,1,0,1550000000,51666,70
299,299,Central Janatabad,130,3,1,1,1,5300000000,176666,9
300,300,Saadat Abad,335,4,1,1,1,33500000000,1116666,57
301,301,Saadat Abad,320,4,1,1,1,40000000000,1333333,57
302,302,Saadat Abad,192,3,1,1,1,19500000000,650000,57
303,303,Gheitarieh,100,2,1,1,1,8000000000,266666,20
304,304,Saadat Abad,148,3,1,1,1,14800000000,493333,57
305,305,Shahrake Gharb,145,2,1,1,1,14700000000,490000,61
306,306,Saadat Abad,192,4,1,1,1,22000000000,733333,57
307,307,North Program Organization,235,3,1,1,1,16450000000,548333,38
308,308,Heravi,225,3,1,1,1,15750000000,525000,25
309,309,Saadat Abad,221,4,1,1,1,25000000000,833333,57
310,310,Farmanieh,312,4,1,1,1,45000000000,1500000,18
311,311,Ozgol,188,3,1,1,1,17672000000,589066,43
312,312,Farmanieh,170,2,1,1,1,12400000000,413333,18
313,313,Farmanieh,198,3,1,1,1,27720000000,924000,18
314,314,North Program Organization,80,2,1,1,1,3100000000,103333,38
315,315,Niavaran,170,3,1,1,1,18700000000,623333,37
316,316,Saadat Abad,200,3,1,1,1,12000000000,400000,57
317,317,Ekhtiarieh,101,3,1,1,1,6500000000,216666,15
318,318,Feiz Garden,104,2,1,1,1,3850000000,128333,19
319,319,Northern Janatabad,70,2,1,1,1,3200000000,106666,40
320,320,Shahr-e-Ziba,76,2,1,1,0,2570000000,85666,60
321,321,Feiz Garden,110,2,1,1,1,4300000000,143333,19
322,322,Pasdaran,160,2,1,1,1,16200000000,540000,47
323,323,Dorous,179,3,1,1,1,13800000000,460000,13
324,324,Dorous,256,3,1,1,1,18500000000,616666,13
325,325,Feiz Garden,90,2,1,1,1,3850000000,128333,19
326,326,Shahr-e-Ziba,77,2,1,1,1,2570000000,85666,60
327,327,Pasdaran,96,2,1,1,1,5600000000,186666,47
328,328,Central Janatabad,75,1,1,1,1,3250000000,108333,9
329,329,Abazar,79,2,1,1,1,3000000000,100000,0
330,330,Shahr-e-Ziba,125,2,1,1,1,6400000000,213333,60
331,331,Shahr-e-Ziba,75,2,1,1,0,1890000000,63000,60
332,332,Shahr-e-Ziba,75,2,1,1,0,1890000000,63000,60
333,333,Saadat Abad,91,2,1,1,1,5400000000,180000,57
334,334,Parand,105,2,1,1,1,1417500000,47250,45
335,335,Ostad Moein,66,2,1,1,1,1585000000,52833,42
336,336,Southern Janatabad,86,2,1,1,1,3270000000,109000,66
337,337,Northern Janatabad,72,2,1,1,0,2380000000,79333,40
338,338,Saadat Abad,84,2,1,1,1,4600000000,153333,57
339,339,Niavaran,128,2,1,1,1,12800000000,426666,37
340,340,Pasdaran,140,3,1,1,1,11800000000,393333,47
341,341,Ekhtiarieh,115,2,1,1,1,7400000000,246666,15
342,342,Saadat Abad,105,2,1,1,1,5700000000,190000,57
343,343,Pardis,87,2,1,1,1,650000000,21666,46
344,344,Shahr-e-Ziba,75,2,1,1,0,1890000000,63000,60
345,345,Persian Gulf Martyrs Lake,60,1,1,1,1,875000000,29166,48
346,346,Southern Program Organization,68,1,1,1,1,2630000000,87666,67
347,347,West Ferdows Boulevard,49,1,1,1,1,2200000000,73333,70
348,348,West Ferdows Boulevard,55,1,1,1,1,2200000000,73333,70
349,349,Punak,140,3,1,1,1,7700000000,256666,50
350,350,Persian Gulf Martyrs Lake,257,4,1,1,1,12850000000,428333,48
351,351,Punak,82,2,1,1,1,4018000000,133933,50
352,352,Punak,167,3,1,1,1,10688000000,356266,50
353,353,West Ferdows Boulevard,53,1,0,1,0,1640000000,54666,70
354,354,West Ferdows Boulevard,51,1,0,1,0,1550000000,51666,70
355,355,West Ferdows Boulevard,54,1,1,1,0,2130000000,71000,70
356,356,Sattarkhan,82,2,1,1,1,4100000000,136666,59
357,357,West Ferdows Boulevard,75,2,1,1,1,2800000000,93333,70
358,358,West Ferdows Boulevard,98,2,1,1,1,4520000000,150666,70
359,359,Shahr-e-Ziba,75,2,1,1,0,1890000000,63000,60
360,360,Niavaran,70,1,1,1,1,5600000000,186666,37
361,361,Shahr-e-Ziba,75,2,1,1,0,1890000000,63000,60
362,362,Jeyhoon,85,2,1,1,1,2100000000,70000,27
363,363,Shahr-e-Ziba,75,2,1,1,0,1890000000,63000,60
364,364,Ekhtiarieh,246,3,1,1,1,22500000000,750000,15
365,365,Gheitarieh,168,3,1,1,1,14000000000,466666,20
366,366,Saadat Abad,280,4,1,1,1,38500000000,1283333,57
367,367,Shahr-e-Ziba,75,2,1,1,0,1890000000,63000,60
368,368,Pardis,84,2,1,1,1,680000000,22666,46
369,369,Shahr-e-Ziba,75,2,1,1,0,1890000000,63000,60
370,370,Gisha,108,2,1,1,1,5180000000,172666,22
371,371,Shahr-e-Ziba,62,1,1,1,1,2580000000,86000,60
372,372,Southern Janatabad,70,2,1,1,1,3370000000,112333,66
373,373,Pasdaran,180,3,1,1,1,9900000000,330000,47
374,374,Abazar,135,3,1,1,1,6480000000,216000,0
375,375,Shahr-e-Ziba,75,2,1,1,0,1890000000,63000,60
376,376,Farmanieh,108,2,1,1,1,6200000000,206666,18
377,377,Ekhtiarieh,91,2,1,1,1,5180000000,172666,15
378,378,Gheitarieh,120,2,1,1,1,8900000000,296666,20
379,379,Gheitarieh,112,2,1,1,0,7500000000,250000,20
380,380,Shahr-e-Ziba,75,2,1,1,0,1890000000,63000,60
381,381,Pirouzi,123,2,1,1,1,4059000000,135300,49
382,382,Pirouzi,69,2,1,1,1,1800000000,60000,49
383,383,Pirouzi,66,1,1,0,1,1850000000,61666,49
384,384,Ostad Moein,80,2,1,1,1,2150000000,71666,42
385,385,Pirouzi,44,1,1,1,0,880000000,29333,49
386,386,East Ferdows Boulevard,180,3,1,1,1,9360000000,312000,14
387,387,East Ferdows Boulevard,164,3,1,1,1,9840000000,328000,14
388,388,East Ferdows Boulevard,213,3,1,1,1,14484000000,482800,14
389,389,Shahr-e-Ziba,100,2,1,1,1,3400000000,113333,60
390,390,Shahr-e-Ziba,75,2,1,1,0,1890000000,63000,60
391,391,Niavaran,300,3,1,1,1,55500000000,1850000,37
392,392,Ostad Moein,126,3,1,1,1,3000000000,100000,42
393,393,Shahr-e-Ziba,75,2,1,1,0,1890000000,63000,60
394,394,Shahr-e-Ziba,61,1,0,1,0,1990000000,66333,60
395,395,Jeyhoon,79,2,1,1,1,1817000000,60566,27
396,396,Pirouzi,68,1,1,1,1,2450000000,81666,49
397,397,Pardis,105,2,1,1,1,1000000000,33333,46
398,398,Saadat Abad,105,2,1,1,1,7700000000,256666,57
399,399,Pardis,160,2,1,1,1,1930000000,64333,46
400,400,Pardis,100,2,1,1,1,585000000,19500,46
401,401,Saadat Abad,125,3,1,1,1,12500000000,416666,57
402,402,Pardis,94,2,1,0,1,990000000,33000,46
403,403,Northern Janatabad,80,2,0,1,0,2200000000,73333,40
404,404,North Program Organization,99,3,1,1,1,4190000000,139666,38
405,405,Shahr-e-Ziba,90,2,1,1,1,4099000000,136633,60
406,406,Shahr-e-Ziba,129,3,1,1,1,4500000000,150000,60
407,407,Aqdasieh,245,3,1,1,1,36500000000,1216666,5
408,408,Pakdasht,141,3,1,1,1,1225000000,40833,44
409,409,Shahr-e-Ziba,96,2,1,1,1,3840000000,128000,60
410,410,Heravi,155,3,1,1,1,8600000000,286666,25
411,411,Farmanieh,300,3,1,1,1,55500000000,1850000,18
412,412,Gheitarieh,87,2,1,1,1,6264000000,208800,20
413,413,Gheitarieh,87,2,1,1,1,6264000000,208800,20
414,414,Gheitarieh,105,2,1,1,1,6200000000,206666,20
415,415,Shahran,61,1,1,1,1,1850000000,61666,63
416,416,East Ferdows Boulevard,88,2,1,1,1,3700000000,123333,14
417,417,West Ferdows Boulevard,101,2,1,1,1,3700000000,123333,70
418,418,Pardis,160,2,1,1,1,1930000000,64333,46
419,419,Railway,144,2,1,1,1,6600000000,220000,54
420,420,Southern Janatabad,91,2,1,1,1,4500000000,150000,66
421,421,West Ferdows Boulevard,68,2,1,1,1,2200000000,73333,70
422,422,Rudhen,133,3,1,1,1,2260000000,75333,56
423,423,Si Metri Ji,71,2,1,1,1,1633000000,54433,65
424,424,Pardis,64,1,1,1,1,680000000,22666,46
425,425,Rudhen,132,2,1,1,1,2244000000,74800,56
426,426,Abazar,95,2,1,1,1,5600000000,186666,0
427,427,Abazar,95,2,1,1,1,4500000000,150000,0
428,428,Abazar,102,2,1,1,1,5200000000,173333,0
429,429,Abazar,120,2,1,1,1,6250000000,208333,0
430,430,East Ferdows Boulevard,117,3,1,1,1,4600000000,153333,14
431,431,Karoon,55,1,1,1,1,1570000000,52333,31
432,432,Northern Chitgar,60,1,1,1,1,295000000,9833,39
433,433,Jeyhoon,85,2,1,1,1,1900000000,63333,27
434,434,Jeyhoon,80,2,0,1,1,1750000000,58333,27
435,435,Jeyhoon,54,1,1,1,1,1500000000,50000,27
436,436,Feiz Garden,57,1,1,1,1,1880000000,62666,19
437,437,Pirouzi,101,2,1,0,1,3130000000,104333,49
438,438,Feiz Garden,65,2,1,1,0,1960000000,65333,19
